dialog_act,utterances,split,actor
informationonobjectdetails,which is right to bread near to tree,train,User
informationonobjectdetails,in upper cabinet over,train,User
informationonobjectdetails,think that is mic,train,User
informationonobjectdetails,microwave,train,User
informationonobjectdetails,There will be on next to the lamp on the beside,train,User
informationonobjectdetails,The last one is in the right draws below the laptop,train,User
informationonobjectdetails,the right draws,train,User
informationonobjectdetails,one is under the Tv and the other on the table,train,User
informationonobjectdetails,Lettuce is on the top shelf next to the microwave,train,User
informationonobjectdetails,Tomato is on the shelf above coffee maker,train,User
informationonobjectdetails,there,train,User
informationonobjectdetails,potato is on the table net to the window behind the counter,train,User
informationonobjectdetails,Go for the plate on the table,train,User
informationonobjectdetails,plate is on the table by the window,train,User
informationonobjectdetails,behind counter,train,User
informationonobjectdetails,on that white table,train,User
informationonobjectdetails,There is aknife to the left of the coffee maker.,train,User
informationonobjectdetails,There is a knife in the fridge,train,User
informationonobjectdetails,The bread is on the shelf under the table,train,User
informationonobjectdetails,the bread is under the table on the shelf,train,User
informationonobjectdetails,Directly under the knife. Its a round loaf of bread,train,User
informationonobjectdetails,The tomato is located on the counter to the right of the coffee machine.,train,User
informationonobjectdetails,The plate is on the table,train,User
informationonobjectdetails,The plate for your sandwich is on the table behind you,train,User
informationonobjectdetails,Its a square goldfish color,train,User
informationonobjectdetails,^goldish,train,User
informationonobjectdetails,Lettuce is in fridge,train,User
informationonobjectdetails,Knife is right of fridge,train,User
informationonobjectdetails,tomato is inside fridge,train,User
informationonobjectdetails,Potato is near sink,train,User
informationonobjectdetails,Plate is near lettuce,train,User
informationonobjectdetails,the baseball bat is behind the sofa,train,User
informationonobjectdetails,the other is under the picture on the wall,train,User
informationonobjectdetails,it is staright behind you,train,User
informationonobjectdetails,locate the bowl inside cabinet near toaster,train,User
informationonobjectdetails,potato is inside fridge  lower compartment,train,User
informationonobjectdetails,use that one,train,User
informationonobjectdetails,one is next to the microwave,train,User
informationonobjectdetails,just one more next to the microwave,train,User
informationonobjectdetails,theres a knife in the fridge,train,User
informationonobjectdetails,and bread on the table,train,User
informationonobjectdetails,theres a plate on the table behind you,train,User
informationonobjectdetails,other table,train,User
informationonobjectdetails,theres a knife behind the sink,train,User
informationonobjectdetails,and lettuce is in the cupboard under and left of teh sink,train,User
informationonobjectdetails,on the counter next to you,train,User
informationonobjectdetails,knife in the frig,train,User
informationonobjectdetails,knife next to the stove,train,User
informationonobjectdetails,right in front of you,train,User
informationonobjectdetails,mugs in the microwave,train,User
informationonobjectdetails,the tomato is next to the stove on the counter,train,User
informationonobjectdetails,the knife is in the drawer,train,User
informationonobjectdetails,top left,train,User
informationonobjectdetails,below the microwave,train,User
informationonobjectdetails,the potato is in the fridge,train,User
informationonobjectdetails,The stove is to your left,train,User
informationonobjectdetails,There is a plate on the table,train,User
informationonobjectdetails,There may be some in the fridge,train,User
informationonobjectdetails,Seems to be 3 salad components that need to be on the plate,train,User
informationonobjectdetails,Tomato is one,train,User
informationonobjectdetails,2 more to go,train,User
informationonobjectdetails,so potato is not 1 of the 3,train,User
informationonobjectdetails,Lets open the fridge and see what is there for the salad,train,User
informationonobjectdetails,i think i left one in the fridge,train,User
informationonobjectdetails,Check the fridge for the knife.,train,User
informationonobjectdetails,I believe it's the small gray container.,train,User
informationonobjectdetails,It's on the table where the tomato is. On the shelf below.,train,User
informationonobjectdetails,There is a clean bowl in the fridge.,train,User
informationonobjectdetails,on the chair,train,User
informationonobjectdetails,the plant is in the draw next to the sink,train,User
informationonobjectdetails,Mug is in sink,train,User
informationonobjectdetails,Potato is in fridge,train,User
informationonobjectdetails,There is a plate on top cabiet of microwave,train,User
informationonobjectdetails,Remotecontrol is on chair,train,Agent
informationonobjectdetails,One is on table,train,User
informationonobjectdetails,tissue box is on the dinner table next to the cardboard box,train,User
